yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 10.000000
 yellow line angle: 0.165795, obstacle angle: 0.183259, obstacle dist: 12.312388, obstacle steering: -0.090890, steer: -0.085470, speed: 20.000000
 yellow line angle: 0.179036, obstacle angle: 0.200713, obstacle dist: 12.030458, obstacle steering: -0.089567, steer: -0.085470, speed: 20.000000
 yellow line angle: 0.193229, obstacle angle: 0.218166, obstacle dist: 11.759430, obstacle steering: -0.088177, steer: -0.085470, speed: 20.000000
 yellow line angle: 0.206994, obstacle angle: 0.235619, obstacle dist: 11.494276, obstacle steering: -0.086721, steer: -0.085470, speed: 20.000000
 yellow line angle: 0.220868, obstacle angle: 0.253073, obstacle dist: 11.232647, obstacle steering: -0.085196, steer: -0.085470, speed: 20.000000
 yellow line angle: 0.234379, obstacle angle: 0.270526, obstacle dist: 10.974429, obstacle steering: -0.083599, steer: -0.085470, speed: 20.000000
 yellow line angle: 0.249661, obstacle angle: 0.296706, obstacle dist: 10.775344, obstacle steering: -0.081135, steer: -0.085470, speed: 20.000000
 yellow line angle: 0.265150, obstacle angle: 0.305432, obstacle dist: 10.473265, obstacle steering: -0.080177, steer: -0.085470, speed: 20.000000
 yellow line angle: 0.281754, obstacle angle: 0.314159, obstacle dist: 10.245369, obstacle steering: -0.079207, steer: -0.085470, speed: 20.000000
 yellow line angle: 0.297752, obstacle angle: 0.322886, obstacle dist: 10.082491, obstacle steering: -0.078241, steer: -0.085470, speed: 20.000000
 yellow line angle: -0.186460, obstacle angle: 0.261799, obstacle dist: 19.802313, obstacle steering: -0.107020, steer: -0.107020, speed: 20.000000
 yellow line angle: -0.183166, obstacle angle: 0.279252, obstacle dist: 19.558573, obstacle steering: -0.105524, steer: -0.105945, speed: 20.000000
 yellow line angle: -0.180275, obstacle angle: 0.296706, obstacle dist: 19.315767, obstacle steering: -0.103527, steer: -0.107111, speed: 20.000000
 yellow line angle: -0.176470, obstacle angle: 0.314159, obstacle dist: 19.073883, obstacle steering: -0.103747, steer: -0.105391, speed: 20.000000
 yellow line angle: -0.172965, obstacle angle: 0.331612, obstacle dist: 18.832991, obstacle steering: -0.101057, steer: -0.106151, speed: 20.000000
 yellow line angle: -0.181281, obstacle angle: 0.209439, obstacle dist: 19.370264, obstacle steering: -0.071150, steer: -0.073626, speed: 20.000000
 yellow line angle: -0.186631, obstacle angle: 0.244346, obstacle dist: 18.600195, obstacle steering: -0.073587, steer: -0.078332, speed: 20.000000
 yellow line angle: -0.199837, obstacle angle: 0.331612, obstacle dist: 17.092049, obstacle steering: -0.079577, steer: -0.087683, speed: 20.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 20.000000
 yellow line angle: 99999.992188, obstacle angle: -0.008727, obstacle dist: 0.000000, obstacle steering: inf, steer: 0.000000, speed: 30.000000
 yellow line angle: 0.040574, obstacle angle: 0.139626, obstacle dist: 19.969057, obstacle steering: 0.007911, steer: 0.014206, speed: 30.000000
 yellow line angle: 0.041192, obstacle angle: 0.139626, obstacle dist: 19.681286, obstacle steering: 0.008598, steer: 0.014575, speed: 30.000000
 yellow line angle: 0.041637, obstacle angle: 0.139626, obstacle dist: 19.260353, obstacle steering: 0.008844, steer: 0.014592, speed: 30.000000
 yellow line angle: 0.042341, obstacle angle: 0.139626, obstacle dist: 18.844002, obstacle steering: 0.008735, steer: 0.015539, speed: 30.000000
 yellow line angle: 0.042767, obstacle angle: 0.139626, obstacle dist: 18.431044, obstacle steering: 0.009551, steer: 0.015348, speed: 30.000000
 yellow line angle: 0.043233, obstacle angle: 0.139626, obstacle dist: 18.022024, obstacle steering: 0.009223, steer: 0.015803, speed: 30.000000
 yellow line angle: 0.043269, obstacle angle: 0.139626, obstacle dist: 17.616793, obstacle steering: 0.009537, steer: 0.015209, speed: 30.000000
 yellow line angle: 0.042969, obstacle angle: 0.139626, obstacle dist: 17.221008, obstacle steering: 0.008800, steer: 0.014722, speed: 30.000000
 yellow line angle: 0.042229, obstacle angle: 0.148353, obstacle dist: 16.697948, obstacle steering: 0.008635, steer: 0.013910, speed: 30.000000
 yellow line angle: 0.041447, obstacle angle: 0.148353, obstacle dist: 16.283403, obstacle steering: 0.007667, steer: 0.013881, speed: 30.000000
 yellow line angle: 0.040406, obstacle angle: 0.157080, obstacle dist: 15.955103, obstacle steering: 0.008057, steer: 0.013342, speed: 30.000000
 yellow line angle: 0.039446, obstacle angle: 0.157080, obstacle dist: 15.515797, obstacle steering: 0.007353, steer: 0.013503, speed: 30.000000
 yellow line angle: 0.038479, obstacle angle: 0.157080, obstacle dist: 15.089765, obstacle steering: 0.007346, steer: 0.013477, speed: 30.000000
 yellow line angle: 0.038405, obstacle angle: 0.157080, obstacle dist: 14.671007, obstacle steering: 0.007143, steer: 0.015474, speed: 30.000000
 yellow line angle: 0.038618, obstacle angle: 0.157080, obstacle dist: 14.258858, obstacle steering: 0.008958, steer: 0.016336, speed: 30.000000
 yellow line angle: 0.037164, obstacle angle: 0.157080, obstacle dist: 13.851531, obstacle steering: 0.009627, steer: 0.012860, speed: 30.000000
 yellow line angle: 0.035114, obstacle angle: 0.165806, obstacle dist: 13.488493, obstacle steering: 0.006618, steer: 0.011366, speed: 30.000000
 yellow line angle: 0.032982, obstacle angle: 0.165806, obstacle dist: 13.071823, obstacle steering: 0.004925, steer: 0.010866, speed: 30.000000
 yellow line angle: 0.032346, obstacle angle: 0.174533, obstacle dist: 12.602184, obstacle steering: 0.004877, steer: 0.013895, speed: 30.000000
 yellow line angle: 0.031666, obstacle angle: 0.174533, obstacle dist: 12.187429, obstacle steering: 0.007703, steer: 0.013826, speed: 30.000000
 yellow line angle: 0.031118, obstacle angle: 0.183259, obstacle dist: 11.817347, obstacle steering: 0.008178, steer: 0.014139, speed: 30.000000
 yellow line angle: 0.030576, obstacle angle: 0.183259, obstacle dist: 11.398190, obstacle steering: 0.008284, steer: 0.014200, speed: 30.000000
 yellow line angle: 0.029091, obstacle angle: 0.183259, obstacle dist: 10.995728, obstacle steering: 0.008130, steer: 0.012118, speed: 30.000000
 yellow line angle: 0.026566, obstacle angle: 0.191986, obstacle dist: 10.637892, obstacle steering: 0.006664, steer: 0.009565, speed: 30.000000
 yellow line angle: 0.024672, obstacle angle: 0.200713, obstacle dist: 10.155622, obstacle steering: 0.004711, steer: 0.010502, speed: 30.000000
 yellow line angle: 0.023333, obstacle angle: 0.209439, obstacle dist: 9.781753, obstacle steering: 0.006355, steer: 0.011417, speed: 30.000000
 yellow line angle: 0.022158, obstacle angle: 0.209439, obstacle dist: 9.379172, obstacle steering: 0.007092, steer: 0.011583, speed: 30.000000
 yellow line angle: 0.019620, obstacle angle: 0.226893, obstacle dist: 8.951749, obstacle steering: 0.009002, steer: 0.009002, speed: 30.000000
 yellow line angle: 0.017569, obstacle angle: 0.235619, obstacle dist: 8.579609, obstacle steering: 0.007326, steer: 0.008909, speed: 30.000000
 yellow line angle: 0.015794, obstacle angle: 0.244346, obstacle dist: 8.128462, obstacle steering: 0.008213, steer: 0.009111, speed: 30.000000
 yellow line angle: 0.015130, obstacle angle: 0.253073, obstacle dist: 7.748450, obstacle steering: 0.009508, steer: 0.011257, speed: 30.000000
 yellow line angle: 0.013136, obstacle angle: 0.270526, obstacle dist: 7.336418, obstacle steering: 0.014054, steer: 0.014054, speed: 30.000000
 yellow line angle: 0.010799, obstacle angle: 0.279252, obstacle dist: 6.961251, obstacle steering: 0.018257, steer: 0.018257, speed: 30.000000
 yellow line angle: 0.008150, obstacle angle: 0.287979, obstacle dist: 6.534772, obstacle steering: 0.024068, steer: 0.024068, speed: 30.000000
 yellow line angle: 0.005491, obstacle angle: 0.296706, obstacle dist: 6.129400, obstacle steering: 0.031688, steer: 0.031688, speed: 30.000000
 yellow line angle: 0.003393, obstacle angle: 0.305432, obstacle dist: 5.738429, obstacle steering: 0.041348, steer: 0.041348, speed: 30.000000
 yellow line angle: -0.000396, obstacle angle: 0.314159, obstacle dist: 5.360049, obstacle steering: 0.053318, steer: 0.041348, speed: 30.000000
 yellow line angle: -0.004290, obstacle angle: 0.314159, obstacle dist: 5.065754, obstacle steering: 0.054013, steer: 0.041348, speed: 30.000000
 yellow line angle: -0.010470, obstacle angle: 0.322886, obstacle dist: 4.761315, obstacle steering: 0.056656, steer: 0.041348, speed: 30.000000
 yellow line angle: -0.034423, obstacle angle: -0.139626, obstacle dist: 19.735537, obstacle steering: -0.004824, steer: -0.011108, speed: 30.000000
 yellow line angle: -0.034219, obstacle angle: -0.139626, obstacle dist: 19.301765, obstacle steering: -0.005389, steer: -0.011401, speed: 30.000000
 yellow line angle: -0.033669, obstacle angle: -0.139626, obstacle dist: 18.868414, obstacle steering: -0.005551, steer: -0.010776, speed: 30.000000
 yellow line angle: -0.032275, obstacle angle: -0.139626, obstacle dist: 18.440765, obstacle steering: -0.004790, steer: -0.008931, speed: 30.000000
 yellow line angle: -0.031190, obstacle angle: -0.139626, obstacle dist: 18.011763, obstacle steering: -0.002803, steer: -0.009465, speed: 30.000000
 yellow line angle: -0.030492, obstacle angle: -0.139626, obstacle dist: 17.585693, obstacle steering: -0.003189, steer: -0.010247, speed: 30.000000
 yellow line angle: -0.029518, obstacle angle: -0.139626, obstacle dist: 17.161234, obstacle steering: -0.003815, steer: -0.009631, speed: 30.000000
 yellow line angle: -0.028127, obstacle angle: -0.148353, obstacle dist: 16.912128, obstacle steering: -0.003621, steer: -0.008615, speed: 30.000000
 yellow line angle: -0.026541, obstacle angle: -0.148353, obstacle dist: 16.427706, obstacle steering: -0.002428, steer: -0.007989, speed: 30.000000
 yellow line angle: -0.025679, obstacle angle: -0.148353, obstacle dist: 15.979101, obstacle steering: -0.001627, steer: -0.009376, speed: 30.000000
 yellow line angle: -0.025269, obstacle angle: -0.148353, obstacle dist: 15.542257, obstacle steering: -0.002836, steer: -0.010329, speed: 30.000000
 yellow line angle: -0.024575, obstacle angle: -0.148353, obstacle dist: 15.111780, obstacle steering: -0.003603, steer: -0.009736, speed: 30.000000
 yellow line angle: -0.024029, obstacle angle: -0.148353, obstacle dist: 14.688288, obstacle steering: -0.002815, steer: -0.010037, speed: 30.000000
 yellow line angle: -0.023145, obstacle angle: -0.148353, obstacle dist: 14.268198, obstacle steering: -0.002913, steer: -0.009281, speed: 30.000000
 yellow line angle: -0.022154, obstacle angle: -0.157080, obstacle dist: 13.922702, obstacle steering: -0.002607, steer: -0.008951, speed: 30.000000
 yellow line angle: -0.020536, obstacle angle: -0.157080, obstacle dist: 13.484439, obstacle steering: -0.002060, steer: -0.007416, speed: 30.000000
 yellow line angle: -0.018973, obstacle angle: -0.157080, obstacle dist: 13.058645, obstacle steering: -0.000300, steer: -0.007250, speed: 30.000000
 yellow line angle: -0.017488, obstacle angle: -0.157080, obstacle dist: 12.640596, obstacle steering: 0.000101, steer: -0.007250, speed: 30.000000
 yellow line angle: -0.016703, obstacle angle: -0.165806, obstacle dist: 12.281683, obstacle steering: -0.000395, steer: -0.008442, speed: 30.000000
 yellow line angle: -0.015342, obstacle angle: -0.165806, obstacle dist: 11.852219, obstacle steering: -0.001338, steer: -0.007043, speed: 30.000000
 yellow line angle: -0.013993, obstacle angle: -0.165806, obstacle dist: 11.441750, obstacle steering: 0.000315, steer: -0.007043, speed: 30.000000
 yellow line angle: -0.011562, obstacle angle: -0.174533, obstacle dist: 11.085646, obstacle steering: -0.000235, steer: -0.004110, speed: 30.000000
 yellow line angle: -0.010330, obstacle angle: -0.183259, obstacle dist: 10.602758, obstacle steering: 0.002184, steer: -0.004110, speed: 30.000000
 yellow line angle: -0.009098, obstacle angle: -0.183259, obstacle dist: 10.188416, obstacle steering: 0.002440, steer: -0.004110, speed: 30.000000
 yellow line angle: -0.009073, obstacle angle: -0.191986, obstacle dist: 9.811799, obstacle steering: 0.001802, steer: -0.004110, speed: 30.000000
 yellow line angle: -0.007781, obstacle angle: -0.200713, obstacle dist: 9.357918, obstacle steering: 0.001157, steer: -0.004110, speed: 30.000000
 yellow line angle: -0.006059, obstacle angle: -0.209439, obstacle dist: 8.975093, obstacle steering: 0.000409, steer: -0.004110, speed: 30.000000
 yellow line angle: -0.004229, obstacle angle: -0.218166, obstacle dist: 8.602706, obstacle steering: -0.000410, steer: -0.003759, speed: 30.000000
 yellow line angle: -0.002695, obstacle angle: -0.226893, obstacle dist: 8.147452, obstacle steering: -0.000923, steer: -0.003984, speed: 30.000000
 yellow line angle: -0.002162, obstacle angle: -0.235619, obstacle dist: 7.767722, obstacle steering: -0.002133, steer: -0.005865, speed: 30.000000
 yellow line angle: -0.001487, obstacle angle: -0.126536, obstacle dist: 10.483667, obstacle steering: 0.005912, steer: -0.005865, speed: 30.000000
 yellow line angle: -0.000619, obstacle angle: -0.143505, obstacle dist: 9.747605, obstacle steering: 0.005060, steer: -0.005865, speed: 30.000000
 yellow line angle: 0.000676, obstacle angle: -0.111701, obstacle dist: 10.333651, obstacle steering: 0.007518, steer: 0.007518, speed: 30.000000
 yellow line angle: 0.002083, obstacle angle: -0.123918, obstacle dist: 9.918858, obstacle steering: 0.020230, steer: 0.020230, speed: 30.000000
 yellow line angle: 0.002975, obstacle angle: -0.157080, obstacle dist: 8.867016, obstacle steering: 0.030709, steer: 0.030709, speed: 30.000000
 yellow line angle: 0.003247, obstacle angle: -0.085085, obstacle dist: 10.075998, obstacle steering: 0.047076, steer: 0.047076, speed: 30.000000
 yellow line angle: 0.002044, obstacle angle: -0.017453, obstacle dist: 11.257897, obstacle steering: 0.067732, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.000621, obstacle angle: 0.135263, obstacle dist: 14.010222, obstacle steering: 0.038886, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.004628, obstacle angle: 0.296706, obstacle dist: 16.707287, obstacle steering: 0.049872, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.010118, obstacle angle: 0.296706, obstacle dist: 16.301783, obstacle steering: 0.049941, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.016886, obstacle angle: 0.296706, obstacle dist: 15.894927, obstacle steering: 0.050014, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.024515, obstacle angle: 0.296706, obstacle dist: 15.487911, obstacle steering: 0.050092, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.032026, obstacle angle: 0.296706, obstacle dist: 15.080826, obstacle steering: 0.050173, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.039996, obstacle angle: 0.305432, obstacle dist: 14.740844, obstacle steering: 0.050836, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.048032, obstacle angle: 0.305432, obstacle dist: 14.319602, obstacle steering: 0.050947, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.056893, obstacle angle: 0.305432, obstacle dist: 13.903879, obstacle steering: 0.051063, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.066757, obstacle angle: 0.305432, obstacle dist: 13.491579, obstacle steering: 0.051185, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.076728, obstacle angle: 0.305432, obstacle dist: 13.081661, obstacle steering: 0.051313, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.086271, obstacle angle: 0.305432, obstacle dist: 12.673466, obstacle steering: 0.051450, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.095592, obstacle angle: 0.305432, obstacle dist: 12.271080, obstacle steering: 0.051593, steer: 0.047076, speed: 30.000000
 yellow line angle: -0.106621, obstacle angle: 0.305432, obstacle dist: 11.870827, obstacle steering: 0.051746, steer: 0.047076, speed: 30.000000
